trade_date,td_year,td_month,td_day,td_weekday,td_week_number,td_year_week,open,high,low,close,volume,adj_close,return,short_ma,long_ma,label
2016-05-03,2016,5,3,Tuesday,18,2016-18,450.27,450.87,444.22,445.8,17676609,445.8,-0.009927376907188923,451.53428571428486,428.78959999999955,
2016-05-04,2016,5,4,Wednesday,18,2016-18,445.8,449.19,444.35,448.08,18765369,448.08,0.005114401076715902,451.44428571428483,429.4329999999996,
2016-05-05,2016,5,5,Thursday,18,2016-18,448.08,461.48,445.72,459.56,31122708,459.56,0.025620424924120755,452.46428571428487,430.2609999999996,
2016-05-06,2016,5,6,Friday,18,2016-18,459.56,460.61,454.6,458.46,14247601,458.46,-0.0023935938723997907,453.06285714285633,431.2669999999996,
2016-05-07,2016,5,7,Saturday,18,2016-18,458.46,460.18,454.94,457.87,12689581,457.87,-0.0012869170701914623,453.0849999999991,432.2505999999996,
2016-05-08,2016,5,8,Sunday,19,2016-19,457.87,464.18,455.38,460.44,22322043,460.44,0.0056129469063270765,452.9928571428562,433.22879999999964,
2016-05-09,2016,5,9,Monday,19,2016-19,460.44,462.14,446.81,449.36,27247925,449.36,-0.024063938841108468,451.80428571428473,433.9937999999996,
2016-05-10,2016,5,10,Tuesday,19,2016-19,449.36,456.15,449.59,452.5,18137209,452.5,0.006987715862559973,452.1964285714276,434.7195999999996,
2016-05-11,2016,5,11,Wednesday,19,2016-19,452.5,455.34,448.4,454.43,22252919,454.43,0.004265193370165843,452.6214285714276,435.46859999999964,
2016-05-12,2016,5,12,Thursday,19,2016-19,454.43,457.22,451.49,455.41,14768796,455.41,0.0021565477631317886,452.6521428571419,436.2819999999996,
2016-05-13,2016,5,13,Friday,19,2016-19,455.41,457.74,453.58,456.44,9319128,456.44,0.002261698249928612,453.2171428571419,437.0965999999996,
2016-05-14,2016,5,14,Saturday,19,2016-19,456.44,460.28,455.0,458.11,9745309,458.11,0.003658750328630278,453.6364285714276,437.9285999999996,
2016-05-15,2016,5,15,Sunday,20,2016-20,458.11,459.57,450.73,454.87,16731954,454.87,-0.007072537163563375,454.399999999999,438.5345999999996,
2016-05-16,2016,5,16,Monday,20,2016-20,454.87,456.3,451.71,453.25,15741822,453.25,-0.00356145711961664,454.6128571428561,439.15539999999964,
2016-05-17,2016,5,17,Tuesday,20,2016-20,453.25,456.65,452.35,454.22,14884550,454.22,0.0021400992829565535,455.2142857142847,439.93979999999965,
2016-05-18,2016,5,18,Wednesday,20,2016-20,454.22,455.19,441.12,442.66,26626097,442.66,-0.02545022235920924,454.82714285714184,440.5441999999997,
2016-05-19,2016,5,19,Thursday,20,2016-20,442.66,447.76,435.42,442.11,21415312,442.11,-0.001242488591695734,453.5807142857132,441.0731999999997,
2016-05-20,2016,5,20,Friday,20,2016-20,442.11,445.24,439.73,443.64,10213550,443.64,0.0034606772070298053,452.5221428571418,441.6331999999997,
2016-05-21,2016,5,21,Saturday,20,2016-20,443.64,444.24,436.94,439.62,12691382,439.62,-0.009061401136056246,451.2185714285703,442.05539999999974,
2016-05-22,2016,5,22,Sunday,21,2016-21,439.62,444.99,438.24,443.69,15885933,443.69,0.009257995541604114,450.0221428571418,442.54799999999966,
2016-05-23,2016,5,23,Monday,21,2016-21,443.69,447.9,442.02,446.11,14837671,446.11,0.0054542586039803,449.78999999999894,443.08359999999965,
2016-05-24,2016,5,24,Tuesday,21,2016-21,446.11,451.21,445.35,449.78,16954105,449.78,0.008226670552105908,449.5957142857132,443.63779999999963,
2016-05-25,2016,5,25,Wednesday,21,2016-21,449.78,454.25,447.67,453.3,17093327,453.3,0.007826048290275223,449.5149999999989,444.27859999999964,
2016-05-26,2016,5,26,Thursday,21,2016-21,453.3,479.22,452.71,474.05,63894987,474.05,0.0457754246635782,450.8464285714275,445.3567999999996,
2016-05-27,2016,5,27,Friday,21,2016-21,474.05,531.76,467.05,524.22,75400711,524.22,0.10583271806771433,455.6878571428561,447.4873999999997,
2016-05-28,2016,5,28,Saturday,21,2016-21,524.22,548.04,493.22,516.05,80753301,516.05,-0.015585059707756477,459.8264285714276,449.4473999999997,
2016-05-29,2016,5,29,Sunday,22,2016-22,516.05,544.18,512.81,532.26,41433165,532.26,0.0314116849142525,465.35428571428474,451.68759999999963,
2016-05-30,2016,5,30,Monday,22,2016-22,532.26,546.92,513.15,528.92,60896411,528.92,-0.006275128696501819,470.7592857142848,453.8373999999996,
2016-05-31,2016,5,31,Tuesday,22,2016-22,528.92,542.26,521.3,537.4,38742660,537.4,0.016032670347122524,476.7007142857133,456.0905999999996,
2016-06-01,2016,6,1,Wednesday,22,2016-22,537.4,541.55,530.47,537.1,28380698,537.1,-0.0005582433941198062,483.4464285714276,458.36319999999955,
2016-06-02,2016,6,2,Thursday,22,2016-22,537.1,573.72,534.34,567.03,59464310,567.03,0.055725190839694516,492.36928571428473,461.2233999999995,
2016-06-03,2016,6,3,Friday,22,2016-22,567.03,592.68,560.87,571.95,50353517,571.95,0.008676789587852562,501.5342857142847,464.0889999999996,
2016-06-04,2016,6,4,Saturday,22,2016-22,571.95,583.64,567.77,574.91,37233994,574.91,0.005175277559227087,511.19785714285615,466.9861999999996,
2016-06-05,2016,6,5,Sunday,23,2016-23,574.91,586.73,571.67,583.58,37131086,583.58,0.015080621314640608,521.189999999999,470.1325999999997,
2016-06-06,2016,6,6,Monday,23,2016-23,583.58,591.32,543.63,575.58,49082472,575.58,-0.013708488981801992,530.4378571428562,473.0903999999997,
2016-06-07,2016,6,7,Tuesday,23,2016-23,575.58,582.44,567.78,580.51,28706216,580.51,0.008565273289551367,539.7757142857133,476.00219999999973,
2016-06-08,2016,6,8,Wednesday,23,2016-23,580.51,580.71,569.26,574.69,28010575,574.69,-0.010025667085838186,548.4464285714276,478.6727999999997,
2016-06-09,2016,6,9,Thursday,23,2016-23,574.69,579.26,571.14,577.89,26290866,577.89,0.005568219387843687,555.8635714285705,481.2437999999997,
2016-06-10,2016,6,10,Friday,23,2016-23,577.89,592.61,576.29,591.6,24790441,591.6,0.023724238176815682,560.6764285714276,484.1701999999997,
2016-06-11,2016,6,11,Saturday,23,2016-23,591.6,683.85,592.79,666.55,139684630,666.55,0.12669033130493568,571.4264285714276,488.49959999999965,
2016-06-12,2016,6,12,Sunday,24,2016-24,666.55,718.24,652.78,700.07,149442548,700.07,0.05028880054009477,583.4128571428562,493.3497999999996,
2016-06-13,2016,6,13,Monday,24,2016-24,700.07,702.52,654.69,685.14,92458349,685.14,-0.02132643878469309,594.5714285714275,497.8179999999996,
2016-06-14,2016,6,14,Tuesday,24,2016-24,685.14,695.07,670.45,690.77,53863568,690.77,0.008217298654289662,605.5264285714276,502.3133999999996,
2016-06-15,2016,6,15,Wednesday,24,2016-24,690.77,769.73,687.43,761.21,169704647,761.21,0.10197316038623572,621.5342857142848,508.5973999999996,
2016-06-16,2016,6,16,Thursday,24,2016-24,761.21,771.89,704.21,743.9,160302360,743.9,-0.022740111138844776,634.1678571428562,514.5057999999997,
2016-06-17,2016,6,17,Friday,24,2016-24,743.9,776.04,727.13,753.77,91056993,753.77,0.013267912353811084,647.154999999999,520.4815999999996,
2016-06-18,2016,6,18,Saturday,24,2016-24,753.77,765.1,740.38,761.04,45805980,761.04,0.009644851877893768,660.4499999999989,526.7317999999997,
2016-06-19,2016,6,19,Sunday,25,2016-25,761.04,764.6,717.41,733.97,83637617,733.97,-0.03556974666246182,671.1921428571417,532.3663999999997,
2016-06-20,2016,6,20,Monday,25,2016-25,733.97,732.23,626.05,667.38,166828425,667.38,-0.09072577898279222,677.7492857142845,536.8303999999997,
2016-06-21,2016,6,21,Tuesday,25,2016-25,667.38,677.8,586.6,590.56,129550795,590.56,-0.11510683568581626,678.4671428571417,539.6361999999997,
2016-06-22,2016,6,22,Wednesday,25,2016-25,590.56,629.55,539.28,620.84,154289129,620.84,0.05127336765104329,681.7635714285701,543.1369999999997,
2016-06-23,2016,6,23,Thursday,25,2016-25,620.84,687.39,616.41,656.89,128990817,656.89,0.05806649056117519,687.4064285714273,547.3131999999997,
2016-06-24,2016,6,24,Friday,25,2016-25,656.89,688.1,640.79,663.52,67442141,663.52,0.010093014051058669,692.5435714285702,551.3923999999997,
2016-06-25,2016,6,25,Saturday,25,2016-25,663.52,665.19,609.9,625.41,56403088,625.41,-0.057436098384374246,689.6049999999988,554.7313999999997,
2016-06-26,2016,6,26,Sunday,26,2016-26,625.41,650.34,615.22,644.66,63747137,644.66,0.03077980844565964,685.6471428571416,558.4671999999997,
2016-06-27,2016,6,27,Monday,26,2016-26,644.66,659.27,634.26,644.89,49673830,644.89,0.00035677721589677525,682.7721428571416,562.1561999999998,
2016-06-28,2016,6,28,Tuesday,26,2016-26,644.89,645.91,621.76,636.54,50898093,636.54,-0.012947944610708806,678.8985714285702,565.8997999999997,
2016-06-29,2016,6,29,Wednesday,26,2016-26,636.54,673.04,631.24,670.02,58215062,670.02,0.05259685172966355,672.384999999999,570.2501999999997,
2016-06-30,2016,6,30,Thursday,26,2016-26,670.02,685.11,661.09,674.57,62394480,674.57,0.006790842064416047,667.432857142856,574.6529999999998,
2016-07-01,2016,7,1,Friday,26,2016-26,674.57,700.46,671.46,698.06,46555796,698.06,0.03482218302029416,663.4535714285703,579.5059999999997,
2016-07-02,2016,7,2,Saturday,26,2016-26,698.06,701.49,644.61,661.64,66591456,661.64,-0.05217316563046148,656.3535714285701,583.6099999999998,
2016-07-03,2016,7,3,Sunday,27,2016-27,661.64,679.03,644.04,675.16,42756935,675.16,0.02043407290973942,652.152857142856,587.9509999999998,
2016-07-04,2016,7,4,Monday,27,2016-27,675.16,679.19,657.31,663.67,36687264,663.67,-0.01701818828129631,651.887857142856,592.1269999999997,
2016-07-05,2016,7,5,Tuesday,27,2016-27,663.67,678.39,662.24,672.7,31708100,672.7,0.01360615968779677,657.754999999999,596.5159999999997,
2016-07-06,2016,7,6,Wednesday,27,2016-27,672.7,676.19,604.95,635.25,97639342,635.25,-0.055671175858480804,658.7842857142847,600.1365999999997,
2016-07-07,2016,7,7,Thursday,27,2016-27,635.25,663.43,630.17,662.78,49243011,662.78,0.0433372687918141,659.204999999999,604.5389999999998,
2016-07-08,2016,7,8,Friday,27,2016-27,662.78,663.49,620.68,651.83,62061207,651.83,-0.01652131929146916,658.369999999999,608.7333999999997,
2016-07-09,2016,7,9,Saturday,27,2016-27,651.83,651.98,636.8,647.11,18955766,647.11,-0.007241151834067261,659.919999999999,612.8027999999998,
2016-07-10,2016,7,10,Sunday,28,2016-28,647.11,657.47,639.97,646.71,29925667,646.71,-0.0006181329294864257,660.0664285714275,616.9445999999998,
2016-07-11,2016,7,11,Monday,28,2016-28,646.71,673.19,644.56,670.56,44047499,670.56,0.03687897202764745,661.899999999999,621.4819999999999,
2016-07-12,2016,7,12,Tuesday,28,2016-28,670.56,672.02,656.04,661.15,41791464,661.15,-0.014033047005487909,663.6578571428561,625.7827999999998,
2016-07-13,2016,7,13,Wednesday,28,2016-28,661.15,661.88,646.31,657.25,31748496,657.25,-0.005898812674884679,662.7457142857131,629.9321999999999,
2016-07-14,2016,7,14,Thursday,28,2016-28,657.25,667.46,656.5,664.2,23817856,664.2,0.010574362875618082,662.004999999999,634.1501999999999,
2016-07-15,2016,7,15,Friday,28,2016-28,664.2,665.41,655.72,660.69,13557557,660.69,-0.005284552845528423,659.3357142857133,637.8829999999999,
2016-07-16,2016,7,16,Saturday,28,2016-28,660.69,680.94,660.13,676.33,31614610,676.33,0.02367222146543768,660.3849999999991,640.9251999999999,
2016-07-17,2016,7,17,Sunday,29,2016-29,676.33,680.42,664.61,670.38,28810844,670.38,-0.00879748051986462,660.0435714285704,644.0117999999999,
2016-07-18,2016,7,18,Monday,29,2016-29,670.38,673.24,663.63,671.1,20401885,671.1,0.0010740177212924529,660.5742857142848,646.7886,
2016-07-19,2016,7,19,Tuesday,29,2016-29,671.1,672.29,659.51,664.4,25075066,664.4,-0.009983609000149052,659.9814285714275,649.4981999999999,
2016-07-20,2016,7,20,Wednesday,29,2016-29,664.4,666.51,657.82,664.62,21351309,664.62,0.00033112582781469335,662.0792857142848,652.0426,
2016-07-21,2016,7,21,Thursday,29,2016-29,664.62,669.44,645.69,651.11,43283429,651.11,-0.020327405133760634,661.2457142857132,654.3228,
2016-07-22,2016,7,22,Friday,29,2016-29,651.11,658.17,647.98,655.16,19544654,655.16,0.006220147133356724,661.4835714285704,656.0854,
2016-07-23,2016,7,23,Saturday,29,2016-29,655.16,664.21,651.03,659.29,19642346,659.29,0.006303803651016571,662.3535714285705,657.8322000000002,
2016-07-24,2016,7,24,Sunday,30,2016-30,659.29,662.51,651.08,654.0,22564554,654.0,-0.00802378316067276,662.8742857142848,659.4140000000001,
2016-07-25,2016,7,25,Monday,30,2016-30,654.0,657.76,643.49,654.38,32177578,654.38,0.00058103975535162,661.7185714285705,660.83,
2016-07-26,2016,7,26,Tuesday,30,2016-30,654.38,659.08,646.04,654.54,19568531,654.54,0.00024450625019101224,661.2464285714277,662.4091999999999,
2016-07-27,2016,7,27,Wednesday,30,2016-30,654.54,657.96,650.81,654.13,18452583,654.13,-0.0006263941088398006,661.0235714285706,663.8815999999999,
2016-07-28,2016,7,28,Thursday,30,2016-30,654.13,657.4,650.99,655.43,17757920,655.43,0.0019873725406263087,660.397142857142,665.4963999999999,
2016-07-29,2016,7,29,Friday,30,2016-30,655.43,657.55,652.06,654.74,12721755,654.74,-0.0010527440001220079,659.9721428571419,667.0333999999998,
2016-07-30,2016,7,30,Saturday,30,2016-30,654.74,654.92,621.42,621.87,39918066,621.87,-0.0502031340684852,656.0821428571419,667.6388,
2016-07-31,2016,7,31,Sunday,31,2016-31,621.87,627.89,603.55,607.0,41229298,607.0,-0.023911750044221414,651.5549999999992,666.4477999999998,
2016-08-01,2016,8,1,Monday,31,2016-31,607.0,613.75,471.36,513.43,75338595,513.43,-0.1541515650741352,640.2928571428563,662.7149999999998,
2016-08-02,2016,8,2,Tuesday,31,2016-31,513.43,573.06,514.09,566.44,47170751,566.44,0.10324679118867253,633.2957142857134,660.3409999999999,
2016-08-03,2016,8,3,Wednesday,31,2016-31,566.44,584.89,559.5,576.22,25725471,576.22,0.017265729821340337,626.9814285714276,658.05,
2016-08-04,2016,8,4,Thursday,31,2016-31,576.22,579.97,565.81,574.66,15992890,574.66,-0.0027072992954081387,621.5207142857133,654.3190000000001,
2016-08-05,2016,8,5,Friday,31,2016-31,574.66,596.68,565.33,586.45,14676841,586.45,0.020516479309504954,616.6128571428562,651.17,
2016-08-06,2016,8,6,Saturday,31,2016-31,586.45,596.01,580.87,590.85,15491523,590.85,0.007502770909710854,611.7242857142849,647.9115999999999,
2016-08-07,2016,8,7,Sunday,32,2016-32,590.85,594.24,585.41,589.24,14726811,589.24,-0.002724887873402748,607.0985714285706,644.4756,
2016-08-08,2016,8,8,Monday,32,2016-32,589.24,591.2,581.1,585.25,15304277,585.25,-0.006771434390061781,602.1607142857135,641.5011999999999,
2016-08-09,2016,8,9,Tuesday,32,2016-32,585.25,600.52,580.87,590.94,29376783,590.94,0.009722340879965818,597.6178571428565,639.9723999999999,
2016-08-10,2016,8,10,Wednesday,32,2016-32,590.94,599.15,585.39,587.84,23640952,587.84,-0.0052458794463059455,592.8828571428566,639.9179999999999,
2016-08-11,2016,8,11,Thursday,32,2016-32,587.84,591.14,582.2,587.14,15009452,587.14,-0.0011908002177464239,588.0049999999993,639.2439999999999,
2016-08-12,2016,8,12,Friday,32,2016-32,587.14,590.07,582.81,584.59,11357750,584.59,-0.004343086827673037,582.9942857142851,637.7979999999999,
2016-08-13,2016,8,13,Saturday,32,2016-32,584.59,585.8,559.93,569.06,18970094,569.06,-0.026565627191707186,579.2221428571422,635.9087999999999,
2016-08-14,2016,8,14,Sunday,33,2016-33,569.06,574.97,559.28,566.95,19218972,566.95,-0.00370786911749188,576.3614285714278,634.7395999999999,
2016-08-15,2016,8,15,Monday,33,2016-33,566.95,583.38,563.38,580.19,21634083,580.19,0.023353029367669143,581.1299999999993,633.4501999999999,
2016-08-16,2016,8,16,Tuesday,33,2016-33,580.19,581.1,568.66,572.34,18886741,572.34,-0.01353005050069811,581.5514285714279,631.9991999999999,
2016-08-17,2016,8,17,Wednesday,33,2016-33,572.34,579.53,570.83,573.39,17509679,573.39,0.0018345738547016488,581.349285714285,630.7361999999998,
2016-08-18,2016,8,18,Thursday,33,2016-33,573.39,577.86,566.25,574.56,14701426,574.56,0.0020404959974884562,581.3421428571421,628.8269999999999,
2016-08-19,2016,8,19,Friday,33,2016-33,574.56,583.5,572.28,582.61,13416843,582.61,0.014010721247563529,581.0678571428565,626.9877999999999,
2016-08-20,2016,8,20,Saturday,33,2016-33,582.61,585.32,577.84,580.66,8294321,580.66,-0.003347007432072946,580.3399999999993,624.6397999999999,
2016-08-21,2016,8,21,Sunday,34,2016-34,580.66,591.9,577.13,587.47,19658058,587.47,0.011728033616918765,580.2135714285707,623.1564,
2016-08-22,2016,8,22,Monday,34,2016-34,587.47,589.87,578.61,583.56,18772369,583.56,-0.006655659012375192,580.0928571428565,621.3244,
2016-08-23,2016,8,23,Tuesday,34,2016-34,583.56,584.47,576.82,579.66,16337141,579.66,-0.006683117417232154,579.2871428571422,619.6442,
2016-08-24,2016,8,24,Wednesday,34,2016-34,579.66,580.71,570.81,577.96,18885349,577.96,-0.0029327536831934564,578.5814285714278,617.7493999999999,
2016-08-25,2016,8,25,Thursday,34,2016-34,577.96,582.73,575.83,579.37,12329289,579.37,0.002439615198283507,578.0264285714278,616.6317999999999,
2016-08-26,2016,8,26,Friday,34,2016-34,579.37,580.41,567.25,570.35,10747219,570.35,-0.01556863489652549,577.0092857142848,614.7832,
2016-08-27,2016,8,27,Saturday,34,2016-34,570.35,576.32,569.21,574.98,7377921,574.98,0.008117822389760665,577.432142857142,613.2461999999999,
2016-08-28,2016,8,28,Sunday,35,2016-35,574.98,578.61,571.38,574.23,13760854,574.23,-0.0013043931962850586,577.952142857142,611.7885999999999,
2016-08-29,2016,8,29,Monday,35,2016-35,574.23,579.94,572.51,577.32,15895354,577.32,0.0053811190637897965,577.747142857142,610.4007999999999,
2016-08-30,2016,8,30,Tuesday,35,2016-35,577.32,578.25,571.69,573.88,14338795,573.88,-0.005958567172452134,577.857142857142,608.4671999999998,
2016-08-31,2016,8,31,Wednesday,35,2016-35,573.88,704.97,569.37,571.99,14860164,571.99,-0.0032933714365371847,577.757142857142,606.6839999999999,
2016-09-01,2016,9,1,Thursday,35,2016-35,571.99,577.6,569.3,575.29,15315755,575.29,0.005769331631671815,577.8092857142848,605.0447999999999,
2016-09-02,2016,9,2,Friday,35,2016-35,575.29,604.97,572.64,598.84,21055514,598.84,0.040935875819152256,578.9685714285705,603.7375999999999,
2016-09-03,2016,9,3,Saturday,35,2016-35,598.84,615.2,590.78,609.55,18646011,609.55,0.017884576848573808,581.032142857142,602.7147999999999,
2016-09-04,2016,9,4,Sunday,36,2016-36,609.55,610.61,598.77,605.76,15369832,605.76,-0.00621770158313506,582.3385714285706,601.3033999999998,
2016-09-05,2016,9,5,Monday,36,2016-36,605.76,611.95,603.55,610.44,14864563,610.44,0.007725832012678291,584.2585714285706,600.1045999999998,
2016-09-06,2016,9,6,Tuesday,36,2016-36,610.44,616.48,606.24,613.21,18429525,613.21,0.00453771050389884,586.6549999999991,598.9467999999998,
2016-09-07,2016,9,7,Wednesday,36,2016-36,613.21,629.3,611.25,625.57,22710390,625.57,0.02015622706739939,590.0557142857134,598.1701999999998,
2016-09-08,2016,9,8,Thursday,36,2016-36,625.57,627.58,617.32,623.16,17710151,623.16,-0.0038524865322826507,593.1835714285705,597.3409999999998,
2016-09-09,2016,9,9,Friday,36,2016-36,623.16,627.45,621.07,624.52,9600113,624.52,0.002182425059374715,597.0528571428562,596.8091999999998,
2016-09-10,2016,9,10,Saturday,36,2016-36,624.52,630.77,592.79,605.61,22467346,605.61,-0.03027925446743096,599.2407142857135,595.8181999999998,
2016-09-11,2016,9,11,Sunday,37,2016-37,605.61,610.62,603.03,607.98,17058938,607.98,0.003913409620052599,601.6514285714277,594.7919999999998,
2016-09-12,2016,9,12,Monday,37,2016-37,607.98,612.03,604.87,608.61,16850869,608.61,0.0010362182966545674,603.8864285714278,593.8841999999997,
2016-09-13,2016,9,13,Tuesday,37,2016-37,608.61,612.16,606.39,609.54,14878860,609.54,0.0015280721644401751,606.4335714285708,592.9873999999998,
2016-09-14,2016,9,14,Wednesday,37,2016-37,609.54,610.73,605.1,608.11,13892193,608.11,-0.0023460314335399524,609.0135714285708,592.0587999999998,
2016-09-15,2016,9,15,Thursday,37,2016-37,608.11,610.36,605.15,607.78,13353736,607.78,-0.0005426649783757398,611.3342857142852,591.1317999999997,
2016-09-16,2016,9,16,Friday,37,2016-37,607.78,609.61,604.52,607.08,9724490,607.08,-0.0011517325347986107,611.9228571428566,590.1647999999998,
2016-09-17,2016,9,17,Saturday,37,2016-37,607.08,612.38,605.22,610.7,10004923,610.7,0.005962970283982294,612.0049999999995,589.2839999999998,
2016-09-18,2016,9,18,Sunday,38,2016-38,610.7,612.41,606.99,609.85,12981851,609.85,-0.0013918454232847433,612.2971428571425,589.0435999999997,
2016-09-19,2016,9,19,Monday,38,2016-38,609.85,611.27,605.93,609.24,13809380,609.24,-0.0010002459621218929,612.2114285714281,589.0883999999998,
2016-09-20,2016,9,20,Tuesday,38,2016-38,609.24,608.82,591.69,597.16,22059386,597.16,-0.019827982404307054,611.0649999999995,590.7629999999997,
2016-09-21,2016,9,21,Wednesday,38,2016-38,597.16,599.78,592.83,595.63,13463966,595.63,-0.00256212740304107,608.926428571428,591.3467999999998,
2016-09-22,2016,9,22,Thursday,38,2016-38,595.63,603.7,594.11,602.92,15567036,602.92,0.012239141749072369,607.4807142857137,591.8807999999997,
2016-09-23,2016,9,23,Friday,38,2016-38,602.92,605.92,600.5,602.59,8196210,602.59,-0.0005473362966893491,605.9142857142851,592.4393999999998,
2016-09-24,2016,9,24,Saturday,38,2016-38,602.59,604.87,598.35,601.49,8038079,601.49,-0.0018254534592343497,605.6199999999993,592.7401999999997,
2016-09-25,2016,9,25,Sunday,39,2016-39,601.49,608.46,598.17,606.54,16700407,606.54,0.008395817054315025,605.5171428571422,593.0539999999997,
2016-09-26,2016,9,26,Monday,39,2016-39,606.54,608.97,601.73,605.47,15534315,605.47,-0.001764104593266591,605.2928571428564,593.3785999999998,
2016-09-27,2016,9,27,Tuesday,39,2016-39,605.47,606.9,602.62,604.67,11485005,604.67,-0.0013212875947612446,604.9449999999991,593.7669999999997,
2016-09-28,2016,9,28,Wednesday,39,2016-39,604.67,607.23,602.01,604.7,15403975,604.7,4.9613838953632694e-05,604.7014285714278,594.0421999999998,
2016-09-29,2016,9,29,Thursday,39,2016-39,604.7,608.78,602.25,608.14,14534745,608.14,0.005688771291549433,604.727142857142,594.4481999999998,
2016-09-30,2016,9,30,Friday,39,2016-39,608.14,615.0,607.07,613.41,10415543,613.41,0.00866576775084682,605.1792857142848,594.9735999999998,
2016-10-01,2016,10,1,Saturday,39,2016-39,613.41,614.21,607.67,610.69,10096653,610.69,-0.004434228330154277,605.1785714285705,595.4955999999997,
2016-10-02,2016,10,2,Sunday,40,2016-40,610.69,613.2,608.47,611.6,13462741,611.6,0.0014901177356760886,605.3035714285705,596.3463999999997,
2016-10-03,2016,10,3,Monday,40,2016-40,611.6,612.68,606.5,608.96,15300692,608.96,-0.004316546762589857,605.2835714285706,597.1865999999997,
2016-10-04,2016,10,4,Tuesday,40,2016-40,608.96,613.65,607.98,611.82,14360536,611.82,0.004696531791907432,606.3307142857135,597.8191999999997,
2016-10-05,2016,10,5,Wednesday,40,2016-40,611.82,612.68,608.54,610.97,13276337,610.97,-0.0013892975058024115,607.4264285714278,598.5917999999997,
2016-10-06,2016,10,6,Thursday,40,2016-40,610.97,619.43,609.12,616.03,20167399,616.03,0.008281912368856004,608.3628571428563,599.4445999999997,
2016-10-07,2016,10,7,Friday,40,2016-40,616.03,619.56,614.88,617.65,8467434,617.65,0.002629742058016582,609.4385714285706,600.3063999999997,
2016-10-08,2016,10,8,Saturday,40,2016-40,617.65,618.35,613.01,615.77,8320759,615.77,-0.003043795029547436,610.4585714285706,600.9695999999997,
2016-10-09,2016,10,9,Sunday,41,2016-41,615.77,618.81,612.76,617.29,15597892,617.29,0.0024684541306005947,611.2264285714276,601.7021999999997,
2016-10-10,2016,10,10,Monday,41,2016-41,617.29,642.35,615.6,640.45,35367127,640.45,0.037518832315443396,613.7249999999992,602.7617999999998,
2016-10-11,2016,10,11,Tuesday,41,2016-41,640.45,642.51,632.19,635.99,17240000,635.99,-0.006963853540479459,615.962142857142,603.8103999999997,
2016-10-12,2016,10,12,Wednesday,41,2016-41,635.99,639.52,632.25,635.6,16387361,635.6,-0.0006132171889494664,618.1692857142849,604.9291999999997,
2016-10-13,2016,10,13,Thursday,41,2016-41,635.6,640.46,630.66,637.92,20114873,637.92,0.003650094398992998,620.2964285714278,606.1283999999997,
2016-10-14,2016,10,14,Friday,41,2016-41,637.92,641.4,635.06,637.03,7970927,637.03,-0.0013951592676197944,621.9835714285707,607.2815999999997,
2016-10-15,2016,10,15,Saturday,41,2016-41,637.03,642.18,636.39,640.12,8306925,640.12,0.004850634977944468,624.0857142857136,608.6769999999997,
2016-10-16,2016,10,16,Sunday,42,2016-42,640.12,641.29,634.89,637.37,17742610,637.37,-0.0042960694869711435,625.9264285714279,609.9247999999997,
2016-10-17,2016,10,17,Monday,42,2016-42,637.37,639.34,632.23,635.34,15725013,635.34,-0.003184963208183622,627.8107142857136,611.1469999999997,
2016-10-18,2016,10,18,Tuesday,42,2016-42,635.34,637.27,624.09,629.06,22379197,629.06,-0.009884471306702114,629.0421428571423,612.1817999999997,
2016-10-19,2016,10,19,Wednesday,42,2016-42,629.06,630.83,625.48,628.34,13252110,628.34,-0.0011445649063680507,630.2828571428565,613.2709999999997,
2016-10-20,2016,10,20,Thursday,42,2016-42,628.34,633.26,627.58,630.45,17836383,630.45,0.0033580545564504405,631.3128571428566,614.4401999999997,
2016-10-21,2016,10,21,Friday,42,2016-42,630.45,659.89,629.72,655.48,24154228,655.48,0.03970180030137205,634.0149999999994,616.0439999999996,
2016-10-22,2016,10,22,Saturday,42,2016-42,655.48,661.2,648.78,653.03,14418212,653.03,-0.0037377189235370256,636.676428571428,617.1277999999996,
2016-10-23,2016,10,23,Sunday,43,2016-43,653.03,654.32,645.68,650.49,21726106,650.49,-0.0038895609696337763,639.0478571428565,617.9465999999996,
2016-10-24,2016,10,24,Monday,43,2016-43,650.49,662.54,647.65,651.0,24179462,651.0,0.0007840243508738798,639.8014285714279,618.8513999999997,
2016-10-25,2016,10,25,Tuesday,43,2016-43,651.0,678.39,651.39,674.67,31949607,674.67,0.03635944700460825,642.564285714285,620.1359999999997,
2016-10-26,2016,10,26,Wednesday,43,2016-43,674.67,687.88,672.26,682.3,31862181,682.3,0.011309232661893986,645.8999999999993,621.5177999999997,
2016-10-27,2016,10,27,Thursday,43,2016-43,682.3,688.43,678.63,686.24,26829414,686.24,0.005774585959255507,649.3514285714278,622.7311999999997,
2016-10-28,2016,10,28,Friday,43,2016-43,686.24,720.19,685.22,714.95,38351348,714.95,0.04183667521566803,654.917142857142,624.5669999999998,
2016-10-29,2016,10,29,Saturday,43,2016-43,714.95,714.91,689.51,697.27,27793236,697.27,-0.0247290020281139,658.999285714285,626.0219999999997,
2016-10-31,2016,10,31,Monday,44,2016-44,697.27,707.21,682.17,698.67,26687188,698.67,0.002007830539102473,663.3778571428563,627.8831999999998,
2016-11-01,2016,11,1,Tuesday,44,2016-44,698.67,734.36,695.2,726.76,49453950,726.76,0.04020496085419434,669.9078571428563,630.2587999999997,
